alert_id,timestamp,agent_id,agent_name,rule_id,rule_description,severity,event_data
100822,2025-08-03T12:57:54Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=72.226.124.253"
100823,2025-08-03T19:53:51Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=70%,process=python.exe"
100824,2025-08-03T18:22:40Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=16.109.173.164,username=john.doe"
100825,2025-08-02T10:08:45Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100826,2025-08-02T16:22:56Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=230.235.153.55,username=guest"
100827,2025-08-02T18:43:42Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=198.132.63.226"
100828,2025-08-03T20:04:48Z,005,WIN-WORKSTATION-03,18107,Multiple failed RDP login attempts,7,"src_ip=48.146.33.151,username=guest"
100829,2025-08-03T09:47:59Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=service,src_ip=191.215.247.110"
100830,2025-08-01T03:27:30Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=25.126.204.84"
100831,2025-08-03T20:47:18Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100832,2025-08-02T17:36:00Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100833,2025-08-02T00:31:38Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=147.248.83.22"
100834,2025-08-02T08:53:48Z,003,ENDPOINT-LAPTOP-05,4624,Successful user logon,3,"username=john.doe,src_ip=102.42.223.127"
100835,2025-08-02T17:31:05Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=admin,src_ip=125.48.94.251"
100836,2025-08-02T06:25:16Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100837,2025-08-01T20:41:33Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=124.164.152.124,port=4444"
100838,2025-08-01T02:33:38Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=154.3.46.183"
100839,2025-08-02T16:33:06Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100840,2025-08-02T07:02:00Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=26.42.55.215,username=guest"
100841,2025-08-03T11:48:16Z,002,LINUX-SERVER-02,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100842,2025-08-03T21:55:58Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100843,2025-08-02T10:39:24Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=81%,process=java.exe"
100844,2025-08-03T09:40:24Z,001,WIN-SERVER-01,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100845,2025-08-01T00:56:20Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=114.136.223.1,username=root"
100846,2025-08-01T09:38:06Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100847,2025-08-02T00:28:08Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=34.145.145.31,username=guest"
100848,2025-08-01T19:47:12Z,001,WIN-SERVER-01,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100849,2025-08-02T06:53:39Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=27.252.144.211,username=guest"
100850,2025-08-01T05:40:00Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=106.133.252.108"
100851,2025-08-01T23:24:09Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100852,2025-08-02T17:10:48Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=95%,process=nginx"
100853,2025-08-02T07:02:23Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100854,2025-08-03T16:45:42Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=8.184.90.140,username=devadmin"
100855,2025-08-02T23:30:00Z,002,LINUX-SERVER-02,100001,Multiple failed SSH login attempts,7,"src_ip=62.55.156.22,username=service"
100856,2025-08-02T22:36:16Z,004,LINUX-SERVER-DB,540,User privilege escalation detected,8,"username=devadmin,src_ip=119.191.65.92"
100857,2025-08-01T19:59:48Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=devadmin,src_ip=78.142.107.61"
100858,2025-08-02T14:22:18Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100859,2025-08-01T10:44:15Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100860,2025-08-02T05:23:00Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100861,2025-08-03T18:43:39Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=208.209.73.6,username=root"
100862,2025-08-01T08:08:28Z,001,WIN-SERVER-01,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100863,2025-08-03T13:50:54Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=88.67.191.143,port=80"
100864,2025-08-03T20:38:24Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=root,src_ip=60.252.89.2"
100865,2025-08-03T14:42:45Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=107.211.176.8,port=4444"
100866,2025-08-02T06:33:02Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=246.182.50.123,username=john.doe"
100867,2025-08-03T15:05:54Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=138.234.160.47"
100868,2025-08-03T17:20:28Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=32.191.190.69,username=guest"
100869,2025-08-02T09:33:11Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100870,2025-08-03T16:17:00Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=99%,process=java.exe"
100871,2025-08-02T16:53:19Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=admin,src_ip=63.154.82.21"
100872,2025-08-03T19:20:16Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100873,2025-08-03T12:08:24Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=121.251.182.105,port=8080"
100874,2025-08-03T22:09:46Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100875,2025-08-03T00:22:05Z,004,LINUX-SERVER-DB,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100876,2025-08-01T18:44:12Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=192.101.116.72"
100877,2025-08-03T05:21:03Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=111.58.248.140,port=3389"
100878,2025-08-03T01:59:50Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=admin,src_ip=80.184.246.239"
100879,2025-08-02T10:54:57Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=139.17.10.26,port=22"
100880,2025-08-02T09:00:00Z,002,LINUX-SERVER-02,100001,Multiple failed SSH login attempts,7,"src_ip=79.173.86.152,username=service"
100881,2025-08-03T03:08:49Z,004,LINUX-SERVER-DB,900001,High CPU usage detected,4,"cpu_usage=99%,process=nginx"
100882,2025-08-03T20:06:36Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=79%,process=nginx"
100883,2025-08-03T08:39:33Z,004,LINUX-SERVER-DB,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100884,2025-08-03T23:27:24Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=222.159.141.75,port=80"
100885,2025-08-03T07:48:15Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100886,2025-08-03T05:39:08Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=75%,process=java.exe"
100887,2025-08-01T11:34:49Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100888,2025-08-02T19:10:00Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=root,src_ip=201.144.67.202"
100889,2025-08-01T12:50:28Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100890,2025-08-02T01:42:40Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=6.153.187.156"
100891,2025-08-02T19:33:36Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=guest,src_ip=55.157.231.1"
100892,2025-08-01T20:33:56Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=163.10.16.98"
100893,2025-08-02T13:27:23Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=72.93.112.155"
100894,2025-08-03T12:20:42Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=16.33.212.80,username=devadmin"
100895,2025-08-03T04:12:30Z,005,WIN-WORKSTATION-03,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100896,2025-08-01T23:38:40Z,004,LINUX-SERVER-DB,900001,High CPU usage detected,4,"cpu_usage=79%,process=java.exe"
100897,2025-08-04T02:30:03Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100898,2025-08-01T21:42:06Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100899,2025-08-04T01:55:04Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100900,2025-08-03T04:30:00Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=100.73.232.129,port=4444"
100901,2025-08-01T14:00:56Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=80%,process=mysqld"
100902,2025-08-04T01:39:48Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=229.90.215.43,username=service"
100903,2025-08-04T02:29:51Z,001,WIN-SERVER-01,18107,Multiple failed RDP login attempts,7,"src_ip=192.235.106.93,username=service"
100904,2025-08-02T09:38:56Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=35.33.135.207"
100905,2025-08-02T23:30:45Z,002,LINUX-SERVER-02,100001,Multiple failed SSH login attempts,7,"src_ip=17.190.2.10,username=john.doe"
100906,2025-08-03T20:42:18Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=root,src_ip=146.201.39.253"
100907,2025-08-04T03:04:46Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100908,2025-08-02T02:59:16Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=85.173.115.21"
100909,2025-08-01T23:13:48Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=2.18.148.246"
100910,2025-08-01T17:11:20Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=31.176.38.223,username=admin"
100911,2025-08-04T01:23:10Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100912,2025-08-03T11:01:36Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100913,2025-08-01T08:22:09Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100914,2025-08-02T09:00:20Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=guest,src_ip=249.143.135.216"
100915,2025-08-01T04:34:30Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=147.39.214.19"
100916,2025-08-03T18:24:36Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100917,2025-08-03T07:31:46Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=guest,src_ip=35.9.63.91"
100918,2025-08-01T20:39:18Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=8.149.77.235,username=root"
100919,2025-08-01T07:24:11Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=107.142.83.152,username=devadmin"
100920,2025-08-01T18:54:40Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=89.212.127.207"
100921,2025-08-02T22:49:03Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=190.232.174.247,username=admin"
100922,2025-08-04T01:45:36Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=71%,process=python.exe"
100923,2025-08-01T15:38:23Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=admin,src_ip=196.80.233.95"
100924,2025-08-02T18:51:48Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=87.5.231.112,username=admin"
100925,2025-08-03T13:55:25Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=52.157.59.185,port=4444"
100926,2025-08-01T05:24:06Z,005,WIN-WORKSTATION-03,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100927,2025-08-01T04:53:33Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100928,2025-08-01T01:32:48Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100929,2025-08-01T22:11:34Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100930,2025-08-01T21:26:30Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=58.246.191.236,port=3389"
100931,2025-08-04T02:13:17Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=172.130.96.36,username=devadmin"
100932,2025-08-01T21:29:16Z,001,WIN-SERVER-01,18107,Multiple failed RDP login attempts,7,"src_ip=226.74.58.210,username=devadmin"
100933,2025-08-01T08:33:09Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=86.236.45.165,username=devadmin"
100934,2025-08-01T22:49:52Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=devadmin,src_ip=177.173.199.121"
100935,2025-08-01T17:24:05Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=78%,process=chrome.exe"
100936,2025-08-02T13:57:36Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=98.185.210.152,port=8080"
100937,2025-08-03T01:27:10Z,001,WIN-SERVER-01,18107,Multiple failed RDP login attempts,7,"src_ip=29.236.188.109,username=root"
100938,2025-08-03T03:35:24Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=86%,process=java.exe"
100939,2025-08-03T17:59:27Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100940,2025-08-03T09:11:00Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=210.86.85.169"
100941,2025-08-01T05:45:02Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=107.191.141.50"
100942,2025-08-03T21:20:30Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=devadmin,src_ip=253.100.225.132"
100943,2025-08-01T01:34:18Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=206.175.172.33"
100944,2025-08-03T01:49:20Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=134.13.93.78,port=443"
100945,2025-08-02T23:30:45Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100946,2025-08-02T14:06:10Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=87.176.245.144,port=22"
100947,2025-08-04T02:26:41Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=197.11.166.86"
100948,2025-08-02T07:20:12Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=32.44.55.107,username=devadmin"
100949,2025-08-02T00:30:57Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=93.184.36.206,username=devadmin"
100950,2025-08-02T23:45:50Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=164.205.204.23,username=admin"
100951,2025-08-01T22:58:57Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=21.232.241.216,port=80"
100952,2025-08-03T15:43:52Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=root,src_ip=83.6.200.91"
100953,2025-08-03T16:51:25Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=53.234.101.15,port=80"
100954,2025-08-03T20:38:06Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=84%,process=java.exe"
100955,2025-08-02T06:14:30Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100956,2025-08-03T14:56:12Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=root,src_ip=197.248.222.102"
100957,2025-08-02T16:24:24Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=208.248.124.58,port=80"
100958,2025-08-02T09:15:50Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=151.80.9.141"
100959,2025-08-02T00:30:28Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=service,src_ip=203.27.113.32"
100960,2025-08-03T10:56:00Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=95.124.64.173,username=admin"
100961,2025-08-01T15:28:58Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100962,2025-08-01T08:49:06Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=84%,process=mysqld"
100963,2025-08-02T22:32:42Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=36.209.174.236,username=admin"
100964,2025-08-03T15:27:48Z,001,WIN-SERVER-01,18107,Multiple failed RDP login attempts,7,"src_ip=14.240.131.165,username=devadmin"
100965,2025-08-03T02:39:45Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=admin,src_ip=63.201.92.102"
100966,2025-08-02T23:45:48Z,001,WIN-SERVER-01,100001,Multiple failed SSH login attempts,7,"src_ip=76.251.83.3,username=devadmin"
100967,2025-08-01T15:50:53Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=38.156.130.63,username=service"
100968,2025-08-01T23:23:36Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100969,2025-08-03T05:01:33Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100970,2025-08-03T21:47:10Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=186.40.119.59"
100971,2025-08-02T22:23:32Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100972,2025-08-03T20:51:00Z,003,ENDPOINT-LAPTOP-05,900001,High CPU usage detected,4,"cpu_usage=95%,process=java.exe"
100973,2025-08-02T17:21:09Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=41.148.200.24,username=root"
100974,2025-08-04T05:55:12Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=100%,process=nginx"
100975,2025-08-01T17:03:45Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100976,2025-08-01T21:41:20Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100977,2025-08-01T10:02:29Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100978,2025-08-01T09:30:30Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=98.132.46.62"
100979,2025-08-03T15:05:28Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=141.222.166.67,port=22"
100980,2025-08-03T20:03:20Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=75%,process=java.exe"
100981,2025-08-01T10:54:00Z,004,LINUX-SERVER-DB,18107,Multiple failed RDP login attempts,7,"src_ip=65.1.236.60,username=devadmin"
100982,2025-08-01T01:38:12Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100983,2025-08-03T00:03:28Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100984,2025-08-01T07:06:24Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=137.95.245.140,port=443"
100985,2025-08-02T01:10:20Z,002,LINUX-SERVER-02,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100986,2025-08-03T13:37:30Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=1.238.174.62,port=22"
100987,2025-08-02T02:35:39Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=76.189.87.62"
100988,2025-08-02T15:14:44Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=59.44.151.24,username=john.doe"
100989,2025-08-02T04:50:45Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100990,2025-08-01T15:40:30Z,002,LINUX-SERVER-02,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100991,2025-08-03T23:50:51Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=73%,process=python.exe"
100992,2025-08-02T11:49:20Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=221.125.135.64,port=3389"
100993,2025-08-03T01:22:27Z,002,LINUX-SERVER-02,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100994,2025-08-02T22:56:20Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=service,src_ip=157.82.71.92"
100995,2025-08-01T04:58:30Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=76%,process=python.exe"
100996,2025-08-01T17:42:24Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=97%,process=nginx"
100997,2025-08-04T02:13:16Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=admin,src_ip=40.37.12.29"
100998,2025-08-02T06:29:40Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=john.doe,src_ip=219.1.181.45"
100999,2025-08-03T06:06:45Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=admin,src_ip=5.139.132.230"
101000,2025-08-03T10:36:40Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=71.43.153.8"
101001,2025-08-01T04:43:37Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=80%,process=java.exe"
101002,2025-08-01T04:27:12Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=admin,src_ip=98.134.194.206"
101003,2025-08-02T03:34:57Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=5.4.35.218,port=8080"
101004,2025-08-01T07:48:32Z,004,LINUX-SERVER-DB,18107,Multiple failed RDP login attempts,7,"src_ip=242.117.61.30,username=admin"
101005,2025-08-04T07:33:45Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=5.149.32.242"
101006,2025-08-01T08:23:00Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
101007,2025-08-04T02:41:09Z,005,WIN-WORKSTATION-03,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
101008,2025-08-02T20:31:12Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=root,src_ip=76.117.45.183"
101009,2025-08-01T16:49:00Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=service,src_ip=195.150.84.210"
101010,2025-08-03T08:23:30Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=devadmin,src_ip=137.228.27.51"
101011,2025-08-02T00:25:57Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=guest,src_ip=76.64.38.168"
101012,2025-08-04T02:46:32Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=35.87.58.169"
101013,2025-08-04T11:00:35Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
101014,2025-08-02T04:43:48Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=11.164.243.185,port=443"
101015,2025-08-01T19:10:20Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
101016,2025-08-01T22:00:48Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=202.142.230.199,username=root"
101017,2025-08-01T13:16:39Z,004,LINUX-SERVER-DB,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
101018,2025-08-03T11:56:56Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
101019,2025-08-01T18:06:56Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
101020,2025-08-01T11:37:00Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=guest,src_ip=161.38.121.126"
101021,2025-08-04T11:05:53Z,004,LINUX-SERVER-DB,540,User privilege escalation detected,8,"username=admin,src_ip=19.156.99.154"
101022,2025-08-01T02:50:20Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
101023,2025-08-03T18:29:42Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
